
Chat History
Type,IM Content Type,Time,From Name,Caller,From EID,To Name,Callee,To EID,Call Duration,Message
im,TYPE_TEXT,2026-02-06 12:47:20 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,0,I changed the destination again
im,TYPE_TEXT,2026-02-06 12:48:04 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,No you are wrong they are passing on both
im,TYPE_TEXT,2026-02-06 12:48:12 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,It's your service that is bad
im,TYPE_TEXT,2026-02-06 12:49:45 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,I don't feel that your services are safe for my business
im,TYPE_TEXT,2026-02-06 12:50:07 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,You made me a loss of 1050$
im,TYPE_TEXT,2026-02-06 12:50:47 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,I would leave a very very bad remark about this
im,TYPE_TEXT,2026-02-06 12:54:17 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,0,would you like to cancel the AU TF numbers or the whole CINNOX account?
im,TYPE_TEXT,2026-02-06 12:58:15 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,Whole cinnox
im,TYPE_TEXT,2026-02-06 13:00:21 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,I don't wish to continue with Cinnox no renewal
im,TYPE_TEXT,2026-02-06 13:01:14 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,Cinnox has given us a shock today
im,TYPE_TEXT,2026-02-06 13:01:22 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,Why did this happen may I ask?
im,TYPE_TEXT,2026-02-06 13:13:01 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,Can you remove today's missed calls from logs?
im,TYPE_TEXT,2026-02-06 13:13:48 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,0,"from the preliminary investigation, there's something missing in those failed calls but unfortunately we need more time to find out why since there're successful calls"
im,TYPE_TEXT,2026-02-06 13:14:25 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,Can missed calls be removed from logs or the failed calls
im,TYPE_TEXT,2026-02-06 13:15:22 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,0,unfortunately no as the monitoring page relates to report page. What we can do is to provide a report with all missed calls
im,TYPE_TEXT,2026-02-06 13:15:54 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,Anyways let it be as I don't want to be listed as fake infront of the publisher
im,TYPE_TEXT,2026-02-06 13:16:24 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,I don't think your services are up to the mark now
im,TYPE_TEXT,2026-02-06 13:16:41 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,0,"I can suspend the AU TF 1800169493 and 1800209169 if you wish to. To suspend the whole service, please send an official email to noc@m800.com and edwinwoo@m800.com and we will handle that accordingly"
im,TYPE_TEXT,2026-02-06 13:17:24 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,Because it's your fault you guys should replace them
im,TYPE_TEXT,2026-02-06 13:17:36 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,And not charge me a fee
im,TYPE_TEXT,2026-02-06 13:18:03 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,And compensate the 1050$ I lost by not taking the renewal fee of this month
im,TYPE_TEXT,2026-02-06 13:18:16 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,If you guys agree then we will proceed or leave cinnox
im,TYPE_TEXT,2026-02-06 13:18:29 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,0,"at the moment, the investigation didn't indicate that the issue is on the number itself"
im,TYPE_TEXT,2026-02-06 13:19:11 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,0,"For the commercial request, please send an email. I cannot handle it"
im,TYPE_TEXT,2026-02-06 13:24:12 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g,Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA,0,And I cannot believe that this happened after you guys took money out of my account for renewal
system,,2026-02-06 13:29:40 (UTC+00:00),Sandy Fan,"=""""",WxlwFGLk.YWeCuUT08PuU.e248.05000000.sATu_m6zWxaHLdwA," Primeinfo.cinnox.com","=""""",,0,room.leave
system,,2026-02-06 13:29:40 (UTC+00:00),Edwin Woo,"=""""",WxlwFGLk.gKyzPbH7gYuE.b4a3.05000000.qyOk001ejlZQKy0a," Primeinfo.cinnox.com","=""""",,0,room.leave
system,,2026-02-06 13:29:40 (UTC+00:00)," Primeinfo.cinnox.com","=""""",WxlwFGLk.vV-IALvniV8L.426c.05000000.OdWuuft2RUUSQR_g," Primeinfo.cinnox.com","=""""",,0,enquiry.terminate
Enquiry Information
Enquiry Type,Source,Tag,Enquiry Initiate Time,Location,Language
Broadcast Chat Enquiry,Desktop Web,Onboarding Live Support,2026-02-06 12:21:35 (UTC+00:00),"Pune, IN",English
Visitor Profile
First Name,Last Name,Email,Mobile Number
N/A,Primeinfo.cinnox.com,N/A,N/A
